X,Y,FID,id,modified,language,rights,rightsHolder,bibliographicCitation,institutionCode,collectionCode,basisOfRecord,catalogNumber,occurrenceRemarks,individualID,individualCount,sex,occurrenceStatus,eventDate,year,waterBody,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertaintyInMeters,footprintWKT,georeferenceRemarks,scientificNameID,scientificName,kingdom,phylum,class,order_,family,genus,subgenus,specificEpithet,infraspecificEpithet,scientificNameAuthorship
18699225.42,-5660917.674,94,514,2014/2/11 11:00,en,Creative Commons Attribution 3.0 New Zealand Licence,NIWA,Carcharodon carcharias (Shark 64036 - 2),NIWA,MBIS White shark tagging,Occurrence,Shark 64036 - 2,Immature female 440 cm (TL),Shark 64036,1,female,present,,2007,Pacific Ocean,-45.2497,167.978,WGS84,10000,POINT (167.978 -45.2497),Daily positions were estimated from ambient light data stored on WC PAT4 and Mk10 tags using WC-GPE: Global Position Estimator Program Suite software,urn:lsid:marinespecies.org:taxname:105838,Carcharodon carcharias,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Carcharodon,,carcharias,,"(Linnaeus, 1758)"
-19670933.26,-5427359.235,95,120,2014/2/11 11:00,en,Creative Commons Attribution 3.0 New Zealand Licence,NIWA,Carcharodon carcharias (Shark 57035 - 51),NIWA,MBIS White shark tagging,Occurrence,Shark 57035 - 51,Immature female 400 cm (TL),Shark 57035,1,female,present,,2005,Pacific Ocean,-43.7534,-176.707,WGS84,10000,POINT (-176.707 -43.7534),Daily positions were estimated from ambient light data stored on WC PAT4 and Mk10 tags using WC-GPE: Global Position Estimator Program Suite software,urn:lsid:marinespecies.org:taxname:105838,Carcharodon carcharias,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Carcharodon,,carcharias,,"(Linnaeus, 1758)"
-19634309.15,-5483116.433,96,31,2014/2/11 11:00,en,Creative Commons Attribution 3.0 New Zealand Licence,NIWA,Carcharodon carcharias (Shark 57033 - 31),NIWA,MBIS White shark tagging,Occurrence,Shark 57033 - 31,Immature female 420-450 cm (TL),Shark 57033,1,female,present,,2005,Pacific Ocean,-44.1141,-176.378,WGS84,10000,POINT (-176.378 -44.1141),Daily positions were estimated from ambient light data stored on WC PAT4 and Mk10 tags using WC-GPE: Global Position Estimator Program Suite software,urn:lsid:marinespecies.org:taxname:105838,Carcharodon carcharias,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Carcharodon,,carcharias,,"(Linnaeus, 1758)"
-19792271.5,-4048853.578,97,732,2014/2/11 11:00,en,Creative Commons Attribution 3.0 New Zealand Licence,NIWA,Carcharodon carcharias (Shark 64037 - 64),NIWA,MBIS White shark tagging,Occurrence,Shark 64037 - 64,Immature female 300 cm (TL),Shark 64037,1,female,present,,,Pacific Ocean,-34.1492,-177.797,WGS84,10000,POINT (-177.797 -34.1492),Daily positions were estimated from ambient light data stored on WC PAT4 and Mk10 tags using WC-GPE: Global Position Estimator Program Suite software,urn:lsid:marinespecies.org:taxname:105838,Carcharodon carcharias,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Carcharodon,,carcharias,,"(Linnaeus, 1758)"
18723938.35,-5679959.713,98,515,2014/2/11 11:00,en,Creative Commons Attribution 3.0 New Zealand Licence,NIWA,Carcharodon carcharias (Shark 64036 - 3),NIWA,MBIS White shark tagging,Occurrence,Shark 64036 - 3,Immature female 440 cm (TL),Shark 64036,1,female,present,,2007,Pacific Ocean,-45.37,168.2,WGS84,10000,POINT (168.2 -45.37),Daily positions were estimated from ambient light data stored on WC PAT4 and Mk10 tags using WC-GPE: Global Position Estimator Program Suite software,urn:lsid:marinespecies.org:taxname:105838,Carcharodon carcharias,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Carcharodon,,carcharias,,"(Linnaeus, 1758)"
-19624067.75,-5443509.027,99,121,2014/2/11 11:00,en,Creative Commons Attribution 3.0 New Zealand Licence,NIWA,Carcharodon carcharias (Shark 57035 - 52),NIWA,MBIS White shark tagging,Occurrence,Shark 57035 - 52,Immature female 400 cm (TL),Shark 57035,1,female,present,,2005,Pacific Ocean,-43.8581,-176.286,WGS84,10000,POINT (-176.286 -43.8581),Daily positions were estimated from ambient light data stored on WC PAT4 and Mk10 tags using WC-GPE: Global Position Estimator Program Suite software,urn:lsid:marinespecies.org:taxname:105838,Carcharodon carcharias,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Carcharodon,,carcharias,,"(Linnaeus, 1758)"
-19617722.54,-5420395.948,100,32,2014/2/11 11:00,en,Creative Commons Attribution 3.0 New Zealand Licence,NIWA,Carcharodon carcharias (Shark 57033 - 32),NIWA,MBIS White shark tagging,Occurrence,Shark 57033 - 32,Immature female 420-450 cm (TL),Shark 57033,1,female,present,,2005,Pacific Ocean,-43.7082,-176.229,WGS84,10000,POINT (-176.229 -43.7082),Daily positions were estimated from ambient light data stored on WC PAT4 and Mk10 tags using WC-GPE: Global Position Estimator Program Suite software,urn:lsid:marinespecies.org:taxname:105838,Carcharodon carcharias,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Carcharodon,,carcharias,,"(Linnaeus, 1758)"
18583787.11,-5751071.682,101,516,2014/2/11 11:00,en,Creative Commons Attribution 3.0 New Zealand Licence,NIWA,Carcharodon carcharias (Shark 64036 - 4),NIWA,MBIS White shark tagging,Occurrence,Shark 64036 - 4,Immature female 440 cm (TL),Shark 64036,1,female,present,,2007,Pacific Ocean,-45.817,166.941,WGS84,10000,POINT (166.941 -45.817),Daily positions were estimated from ambient light data stored on WC PAT4 and Mk10 tags using WC-GPE: Global Position Estimator Program Suite software,urn:lsid:marinespecies.org:taxname:105838,Carcharodon carcharias,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Carcharodon,,carcharias,,"(Linnaeus, 1758)"
-19803960.05,-3991105.945,102,733,2014/2/11 11:00,en,Creative Commons Attribution 3.0 New Zealand Licence,NIWA,Carcharodon carcharias (Shark 64037 - 65),NIWA,MBIS White shark tagging,Occurrence,Shark 64037 - 65,Immature female 300 cm (TL),Shark 64037,1,female,present,,,Pacific Ocean,-33.7188,-177.902,WGS84,10000,POINT (-177.902 -33.7188),Daily positions were estimated from ambient light data stored on WC PAT4 and Mk10 tags using WC-GPE: Global Position Estimator Program Suite software,urn:lsid:marinespecies.org:taxname:105838,Carcharodon carcharias,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Carcharodon,,carcharias,,"(Linnaeus, 1758)"
18594473.78,-5779467.885,103,517,2014/2/11 11:00,en,Creative Commons Attribution 3.0 New Zealand Licence,NIWA,Carcharodon carcharias (Shark 64036 - 5),NIWA,MBIS White shark tagging,Occurrence,Shark 64036 - 5,Immature female 440 cm (TL),Shark 64036,1,female,present,,2007,Pacific Ocean,-45.9945,167.037,WGS84,10000,POINT (167.037 -45.9945),Daily positions were estimated from ambient light data stored on WC PAT4 and Mk10 tags using WC-GPE: Global Position Estimator Program Suite software,urn:lsid:marinespecies.org:taxname:105838,Carcharodon carcharias,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Carcharodon,,carcharias,,"(Linnaeus, 1758)"
-19799841.23,-3964156.558,104,734,2014/2/11 11:00,en,Creative Commons Attribution 3.0 New Zealand Licence,NIWA,Carcharodon carcharias (Shark 64037 - 66),NIWA,MBIS White shark tagging,Occurrence,Shark 64037 - 66,Immature female 300 cm (TL),Shark 64037,1,female,present,,,Pacific Ocean,-33.5172,-177.865,WGS84,10000,POINT (-177.865 -33.5172),Daily positions were estimated from ambient light data stored on WC PAT4 and Mk10 tags using WC-GPE: Global Position Estimator Program Suite software,urn:lsid:marinespecies.org:taxname:105838,Carcharodon carcharias,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Carcharodon,,carcharias,,"(Linnaeus, 1758)"
-19582545.58,-5420950.353,105,33,2014/2/11 11:00,en,Creative Commons Attribution 3.0 New Zealand Licence,NIWA,Carcharodon carcharias (Shark 57033 - 33),NIWA,MBIS White shark tagging,Occurrence,Shark 57033 - 33,Immature female 420-450 cm (TL),Shark 57033,1,female,present,,2005,Pacific Ocean,-43.7118,-175.913,WGS84,10000,POINT (-175.913 -43.7118),Daily positions were estimated from ambient light data stored on WC PAT4 and Mk10 tags using WC-GPE: Global Position Estimator Program Suite software,urn:lsid:marinespecies.org:taxname:105838,Carcharodon carcharias,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Carcharodon,,carcharias,,"(Linnaeus, 1758)"
-19645775.05,-5439696.543,106,122,2014/2/11 11:00,en,Creative Commons Attribution 3.0 New Zealand Licence,NIWA,Carcharodon carcharias (Shark 57035 - 53),NIWA,MBIS White shark tagging,Occurrence,Shark 57035 - 53,Immature female 400 cm (TL),Shark 57035,1,female,present,,2005,Pacific Ocean,-43.8334,-176.481,WGS84,10000,POINT (-176.481 -43.8334),Daily positions were estimated from ambient light data stored on WC PAT4 and Mk10 tags using WC-GPE: Global Position Estimator Program Suite software,urn:lsid:marinespecies.org:taxname:105838,Carcharodon carcharias,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Carcharodon,,carcharias,,"(Linnaeus, 1758)"
18578666.42,-5781743.511,107,518,2014/2/11 11:00,en,Creative Commons Attribution 3.0 New Zealand Licence,NIWA,Carcharodon carcharias (Shark 64036 - 6),NIWA,MBIS White shark tagging,Occurrence,Shark 64036 - 6,Immature female 440 cm (TL),Shark 64036,1,female,present,,2007,Pacific Ocean,-46.0087,166.895,WGS84,10000,POINT (166.895 -46.0087),Daily positions were estimated from ambient light data stored on WC PAT4 and Mk10 tags using WC-GPE: Global Position Estimator Program Suite software,urn:lsid:marinespecies.org:taxname:105838,Carcharodon carcharias,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Carcharodon,,carcharias,,"(Linnaeus, 1758)"
-19781250.88,-3978131.356,108,735,2014/2/11 11:00,en,Creative Commons Attribution 3.0 New Zealand Licence,NIWA,Carcharodon carcharias (Shark 64037 - 67),NIWA,MBIS White shark tagging,Occurrence,Shark 64037 - 67,Immature female 300 cm (TL),Shark 64037,1,female,present,,,Pacific Ocean,-33.6218,-177.698,WGS84,10000,POINT (-177.698 -33.6218),Daily positions were estimated from ambient light data stored on WC PAT4 and Mk10 tags using WC-GPE: Global Position Estimator Program Suite software,urn:lsid:marinespecies.org:taxname:105838,Carcharodon carcharias,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Carcharodon,,carcharias,,"(Linnaeus, 1758)"
-19608594.34,-5439789.135,109,34,2014/2/11 11:00,en,Creative Commons Attribution 3.0 New Zealand Licence,NIWA,Carcharodon carcharias (Shark 57033 - 34),NIWA,MBIS White shark tagging,Occurrence,Shark 57033 - 34,Immature female 420-450 cm (TL),Shark 57033,1,female,present,,2005,Pacific Ocean,-43.834,-176.147,WGS84,10000,POINT (-176.147 -43.834),Daily positions were estimated from ambient light data stored on WC PAT4 and Mk10 tags using WC-GPE: Global Position Estimator Program Suite software,urn:lsid:marinespecies.org:taxname:105838,Carcharodon carcharias,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Carcharodon,,carcharias,,"(Linnaeus, 1758)"
-19669931.38,-5443632.535,110,123,2014/2/11 11:00,en,Creative Commons Attribution 3.0 New Zealand Licence,NIWA,Carcharodon carcharias (Shark 57035 - 54),NIWA,MBIS White shark tagging,Occurrence,Shark 57035 - 54,Immature female 400 cm (TL),Shark 57035,1,female,present,,2005,Pacific Ocean,-43.8589,-176.698,WGS84,10000,POINT (-176.698 -43.8589),Daily positions were estimated from ambient light data stored on WC PAT4 and Mk10 tags using WC-GPE: Global Position Estimator Program Suite software,urn:lsid:marinespecies.org:taxname:105838,Carcharodon carcharias,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Carcharodon,,carcharias,,"(Linnaeus, 1758)"
-19769784.97,-3983025.204,111,736,2014/2/11 11:00,en,Creative Commons Attribution 3.0 New Zealand Licence,NIWA,Carcharodon carcharias (Shark 64037 - 68),NIWA,MBIS White shark tagging,Occurrence,Shark 64037 - 68,Immature female 300 cm (TL),Shark 64037,1,female,present,,,Pacific Ocean,-33.6584,-177.595,WGS84,10000,POINT (-177.595 -33.6584),Daily positions were estimated from ambient light data stored on WC PAT4 and Mk10 tags using WC-GPE: Global Position Estimator Program Suite software,urn:lsid:marinespecies.org:taxname:105838,Carcharodon carcharias,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Carcharodon,,carcharias,,"(Linnaeus, 1758)"
18584121.07,-5759125.38,112,519,2014/2/11 11:00,en,Creative Commons Attribution 3.0 New Zealand Licence,NIWA,Carcharodon carcharias (Shark 64036 - 7),NIWA,MBIS White shark tagging,Occurrence,Shark 64036 - 7,Immature female 440 cm (TL),Shark 64036,1,female,present,,2007,Pacific Ocean,-45.8674,166.944,WGS84,10000,POINT (166.944 -45.8674),Daily positions were estimated from ambient light data stored on WC PAT4 and Mk10 tags using WC-GPE: Global Position Estimator Program Suite software,urn:lsid:marinespecies.org:taxname:105838,Carcharodon carcharias,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Carcharodon,,carcharias,,"(Linnaeus, 1758)"
-19610152.82,-5441965.321,113,35,2014/2/11 11:00,en,Creative Commons Attribution 3.0 New Zealand Licence,NIWA,Carcharodon carcharias (Shark 57033 - 35),NIWA,MBIS White shark tagging,Occurrence,Shark 57033 - 35,Immature female 420-450 cm (TL),Shark 57033,1,female,present,,2005,Pacific Ocean,-43.8481,-176.161,WGS84,10000,POINT (-176.161 -43.8481),Daily positions were estimated from ambient light data stored on WC PAT4 and Mk10 tags using WC-GPE: Global Position Estimator Program Suite software,urn:lsid:marinespecies.org:taxname:105838,Carcharodon carcharias,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Carcharodon,,carcharias,,"(Linnaeus, 1758)"
-19625292.27,-5453255.789,114,124,2014/2/11 11:00,en,Creative Commons Attribution 3.0 New Zealand Licence,NIWA,Carcharodon carcharias (Shark 57035 - 55),NIWA,MBIS White shark tagging,Occurrence,Shark 57035 - 55,Immature female 400 cm (TL),Shark 57035,1,female,present,,2005,Pacific Ocean,-43.9212,-176.297,WGS84,10000,POINT (-176.297 -43.9212),Daily positions were estimated from ambient light data stored on WC PAT4 and Mk10 tags using WC-GPE: Global Position Estimator Program Suite software,urn:lsid:marinespecies.org:taxname:105838,Carcharodon carcharias,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Carcharodon,,carcharias,,"(Linnaeus, 1758)"
-19743513.57,-3978385.357,115,737,2014/2/11 11:00,en,Creative Commons Attribution 3.0 New Zealand Licence,NIWA,Carcharodon carcharias (Shark 64037 - 69),NIWA,MBIS White shark tagging,Occurrence,Shark 64037 - 69,Immature female 300 cm (TL),Shark 64037,1,female,present,,,Pacific Ocean,-33.6237,-177.359,WGS84,10000,POINT (-177.359 -33.6237),Daily positions were estimated from ambient light data stored on WC PAT4 and Mk10 tags using WC-GPE: Global Position Estimator Program Suite software,urn:lsid:marinespecies.org:taxname:105838,Carcharodon carcharias,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Carcharodon,,carcharias,,"(Linnaeus, 1758)"
18757334.2,-5633147.278,116,520,2014/2/11 11:00,en,Creative Commons Attribution 3.0 New Zealand Licence,NIWA,Carcharodon carcharias (Shark 64036 - 8),NIWA,MBIS White shark tagging,Occurrence,Shark 64036 - 8,Immature female 440 cm (TL),Shark 64036,1,female,present,,2007,Pacific Ocean,-45.0738,168.5,WGS84,10000,POINT (168.5 -45.0738),Daily positions were estimated from ambient light data stored on WC PAT4 and Mk10 tags using WC-GPE: Global Position Estimator Program Suite software,urn:lsid:marinespecies.org:taxname:105838,Carcharodon carcharias,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Carcharodon,,carcharias,,"(Linnaeus, 1758)"
18743753.22,-5635417.475,117,521,2014/2/11 11:00,en,Creative Commons Attribution 3.0 New Zealand Licence,NIWA,Carcharodon carcharias (Shark 64036 - 9),NIWA,MBIS White shark tagging,Occurrence,Shark 64036 - 9,Immature female 440 cm (TL),Shark 64036,1,female,present,,2007,Pacific Ocean,-45.0882,168.378,WGS84,10000,POINT (168.378 -45.0882),Daily positions were estimated from ambient light data stored on WC PAT4 and Mk10 tags using WC-GPE: Global Position Estimator Program Suite software,urn:lsid:marinespecies.org:taxname:105838,Carcharodon carcharias,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Carcharodon,,carcharias,,"(Linnaeus, 1758)"
-19731713.7,-3989165.514,118,738,2014/2/11 11:00,en,Creative Commons Attribution 3.0 New Zealand Licence,NIWA,Carcharodon carcharias (Shark 64037 - 70),NIWA,MBIS White shark tagging,Occurrence,Shark 64037 - 70,Immature female 300 cm (TL),Shark 64037,1,female,present,,,Pacific Ocean,-33.7043,-177.253,WGS84,10000,POINT (-177.253 -33.7043),Daily positions were estimated from ambient light data stored on WC PAT4 and Mk10 tags using WC-GPE: Global Position Estimator Program Suite software,urn:lsid:marinespecies.org:taxname:105838,Carcharodon carcharias,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Carcharodon,,carcharias,,"(Linnaeus, 1758)"
-19641990.19,-5437397.467,119,36,2014/2/11 11:00,en,Creative Commons Attribution 3.0 New Zealand Licence,NIWA,Carcharodon carcharias (Shark 57033 - 36),NIWA,MBIS White shark tagging,Occurrence,Shark 57033 - 36,Immature female 420-450 cm (TL),Shark 57033,1,female,present,,2005,Pacific Ocean,-43.8185,-176.447,WGS84,10000,POINT (-176.447 -43.8185),Daily positions were estimated from ambient light data stored on WC PAT4 and Mk10 tags using WC-GPE: Global Position Estimator Program Suite software,urn:lsid:marinespecies.org:taxname:105838,Carcharodon carcharias,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Carcharodon,,carcharias,,"(Linnaeus, 1758)"
-19567517.45,-5420303.55,120,125,2014/2/11 11:00,en,Creative Commons Attribution 3.0 New Zealand Licence,NIWA,Carcharodon carcharias (Shark 57035 - 56),NIWA,MBIS White shark tagging,Occurrence,Shark 57035 - 56,Immature female 400 cm (TL),Shark 57035,1,female,present,,2005,Pacific Ocean,-43.7076,-175.778,WGS84,10000,POINT (-175.778 -43.7076),Daily positions were estimated from ambient light data stored on WC PAT4 and Mk10 tags using WC-GPE: Global Position Estimator Program Suite software,urn:lsid:marinespecies.org:taxname:105838,Carcharodon carcharias,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Carcharodon,,carcharias,,"(Linnaeus, 1758)"
18745756.97,-5631035.247,121,522,2014/2/11 11:00,en,Creative Commons Attribution 3.0 New Zealand Licence,NIWA,Carcharodon carcharias (Shark 64036 - 10),NIWA,MBIS White shark tagging,Occurrence,Shark 64036 - 10,Immature female 440 cm (TL),Shark 64036,1,female,present,,2007,Pacific Ocean,-45.0604,168.396,WGS84,10000,POINT (168.396 -45.0604),Daily positions were estimated from ambient light data stored on WC PAT4 and Mk10 tags using WC-GPE: Global Position Estimator Program Suite software,urn:lsid:marinespecies.org:taxname:105838,Carcharodon carcharias,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Carcharodon,,carcharias,,"(Linnaeus, 1758)"
-19606701.91,-5441131.827,122,37,2014/2/11 11:00,en,Creative Commons Attribution 3.0 New Zealand Licence,NIWA,Carcharodon carcharias (Shark 57033 - 37),NIWA,MBIS White shark tagging,Occurrence,Shark 57033 - 37,Immature female 420-450 cm (TL),Shark 57033,1,female,present,,2005,Pacific Ocean,-43.8427,-176.13,WGS84,10000,POINT (-176.13 -43.8427),Daily positions were estimated from ambient light data stored on WC PAT4 and Mk10 tags using WC-GPE: Global Position Estimator Program Suite software,urn:lsid:marinespecies.org:taxname:105838,Carcharodon carcharias,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Carcharodon,,carcharias,,"(Linnaeus, 1758)"
-19719802.52,-4000397.793,123,739,2014/2/11 11:00,en,Creative Commons Attribution 3.0 New Zealand Licence,NIWA,Carcharodon carcharias (Shark 64037 - 71),NIWA,MBIS White shark tagging,Occurrence,Shark 64037 - 71,Immature female 300 cm (TL),Shark 64037,1,female,present,,,Pacific Ocean,-33.7882,-177.146,WGS84,10000,POINT (-177.146 -33.7882),Daily positions were estimated from ambient light data stored on WC PAT4 and Mk10 tags using WC-GPE: Global Position Estimator Program Suite software,urn:lsid:marinespecies.org:taxname:105838,Carcharodon carcharias,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Carcharodon,,carcharias,,"(Linnaeus, 1758)"
18707685.71,-5648813.828,124,523,2014/2/11 11:00,en,Creative Commons Attribution 3.0 New Zealand Licence,NIWA,Carcharodon carcharias (Shark 64036 - 11),NIWA,MBIS White shark tagging,Occurrence,Shark 64036 - 11,Immature female 440 cm (TL),Shark 64036,1,female,present,,2007,Pacific Ocean,-45.1731,168.054,WGS84,10000,POINT (168.054 -45.1731),Daily positions were estimated from ambient light data stored on WC PAT4 and Mk10 tags using WC-GPE: Global Position Estimator Program Suite software,urn:lsid:marinespecies.org:taxname:105838,Carcharodon carcharias,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Carcharodon,,carcharias,,"(Linnaeus, 1758)"
-19574530.58,-5410176.209,125,126,2014/2/11 11:00,en,Creative Commons Attribution 3.0 New Zealand Licence,NIWA,Carcharodon carcharias (Shark 57035 - 57),NIWA,MBIS White shark tagging,Occurrence,Shark 57035 - 57,Immature female 400 cm (TL),Shark 57035,1,female,present,,2005,Pacific Ocean,-43.6418,-175.841,WGS84,10000,POINT (-175.841 -43.6418),Daily positions were estimated from ambient light data stored on WC PAT4 and Mk10 tags using WC-GPE: Global Position Estimator Program Suite software,urn:lsid:marinespecies.org:taxname:105838,Carcharodon carcharias,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Carcharodon,,carcharias,,"(Linnaeus, 1758)"
-19635867.62,-4064238.755,126,740,2014/2/11 11:00,en,Creative Commons Attribution 3.0 New Zealand Licence,NIWA,Carcharodon carcharias (Shark 64037 - 72),NIWA,MBIS White shark tagging,Occurrence,Shark 64037 - 72,Immature female 300 cm (TL),Shark 64037,1,female,present,,,Pacific Ocean,-34.2635,-176.392,WGS84,10000,POINT (-176.392 -34.2635),Daily positions were estimated from ambient light data stored on WC PAT4 and Mk10 tags using WC-GPE: Global Position Estimator Program Suite software,urn:lsid:marinespecies.org:taxname:105838,Carcharodon carcharias,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Carcharodon,,carcharias,,"(Linnaeus, 1758)"
-19668038.95,-5424970.79,127,38,2014/2/11 11:00,en,Creative Commons Attribution 3.0 New Zealand Licence,NIWA,Carcharodon carcharias (Shark 57033 - 38),NIWA,MBIS White shark tagging,Occurrence,Shark 57033 - 38,Immature female 420-450 cm (TL),Shark 57033,1,female,present,,2005,Pacific Ocean,-43.7379,-176.681,WGS84,10000,POINT (-176.681 -43.7379),Daily positions were estimated from ambient light data stored on WC PAT4 and Mk10 tags using WC-GPE: Global Position Estimator Program Suite software,urn:lsid:marinespecies.org:taxname:105838,Carcharodon carcharias,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Carcharodon,,carcharias,,"(Linnaeus, 1758)"
-19643771.3,-5383234.287,128,127,2014/2/11 11:00,en,Creative Commons Attribution 3.0 New Zealand Licence,NIWA,Carcharodon carcharias (Shark 57035 - 58),NIWA,MBIS White shark tagging,Occurrence,Shark 57035 - 58,Immature female 400 cm (TL),Shark 57035,1,female,present,,2005,Pacific Ocean,-43.4664,-176.463,WGS84,10000,POINT (-176.463 -43.4664),Daily positions were estimated from ambient light data stored on WC PAT4 and Mk10 tags using WC-GPE: Global Position Estimator Program Suite software,urn:lsid:marinespecies.org:taxname:105838,Carcharodon carcharias,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Carcharodon,,carcharias,,"(Linnaeus, 1758)"
18689206.67,-5669349.435,129,524,2014/2/11 11:00,en,Creative Commons Attribution 3.0 New Zealand Licence,NIWA,Carcharodon carcharias (Shark 64036 - 12),NIWA,MBIS White shark tagging,Occurrence,Shark 64036 - 12,Immature female 440 cm (TL),Shark 64036,1,female,present,,2007,Pacific Ocean,-45.303,167.888,WGS84,10000,POINT (167.888 -45.303),Daily positions were estimated from ambient light data stored on WC PAT4 and Mk10 tags using WC-GPE: Global Position Estimator Program Suite software,urn:lsid:marinespecies.org:taxname:105838,Carcharodon carcharias,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Carcharodon,,carcharias,,"(Linnaeus, 1758)"
18642675.12,-5655669.619,130,525,2014/2/11 11:00,en,Creative Commons Attribution 3.0 New Zealand Licence,NIWA,Carcharodon carcharias (Shark 64036 - 13),NIWA,MBIS White shark tagging,Occurrence,Shark 64036 - 13,Immature female 440 cm (TL),Shark 64036,1,female,present,,2007,Pacific Ocean,-45.2165,167.47,WGS84,10000,POINT (167.47 -45.2165),Daily positions were estimated from ambient light data stored on WC PAT4 and Mk10 tags using WC-GPE: Global Position Estimator Program Suite software,urn:lsid:marinespecies.org:taxname:105838,Carcharodon carcharias,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Carcharodon,,carcharias,,"(Linnaeus, 1758)"
-19668706.87,-5437073.483,131,39,2014/2/11 11:00,en,Creative Commons Attribution 3.0 New Zealand Licence,NIWA,Carcharodon carcharias (Shark 57033 - 39),NIWA,MBIS White shark tagging,Occurrence,Shark 57033 - 39,Immature female 420-450 cm (TL),Shark 57033,1,female,present,,2005,Pacific Ocean,-43.8164,-176.687,WGS84,10000,POINT (-176.687 -43.8164),Daily positions were estimated from ambient light data stored on WC PAT4 and Mk10 tags using WC-GPE: Global Position Estimator Program Suite software,urn:lsid:marinespecies.org:taxname:105838,Carcharodon carcharias,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Carcharodon,,carcharias,,"(Linnaeus, 1758)"
-19651786.31,-5365734.856,132,128,2014/2/11 11:00,en,Creative Commons Attribution 3.0 New Zealand Licence,NIWA,Carcharodon carcharias (Shark 57035 - 59),NIWA,MBIS White shark tagging,Occurrence,Shark 57035 - 59,Immature female 400 cm (TL),Shark 57035,1,female,present,,2005,Pacific Ocean,-43.3522,-176.535,WGS84,10000,POINT (-176.535 -43.3522),Daily positions were estimated from ambient light data stored on WC PAT4 and Mk10 tags using WC-GPE: Global Position Estimator Program Suite software,urn:lsid:marinespecies.org:taxname:105838,Carcharodon carcharias,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Carcharodon,,carcharias,,"(Linnaeus, 1758)"
-19625180.95,-4088037.407,133,741,2014/2/11 11:00,en,Creative Commons Attribution 3.0 New Zealand Licence,NIWA,Carcharodon carcharias (Shark 64037 - 73),NIWA,MBIS White shark tagging,Occurrence,Shark 64037 - 73,Immature female 300 cm (TL),Shark 64037,1,female,present,,,Pacific Ocean,-34.44,-176.296,WGS84,10000,POINT (-176.296 -34.44),Daily positions were estimated from ambient light data stored on WC PAT4 and Mk10 tags using WC-GPE: Global Position Estimator Program Suite software,urn:lsid:marinespecies.org:taxname:105838,Carcharodon carcharias,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Carcharodon,,carcharias,,"(Linnaeus, 1758)"
